reconstructed,n_fragments,smiles,synth_own_score,real_ra_score,lambda,pocket_data_id,pocket_target,n_attempted,n_reconstructed,n_single_fragment
True,1,N=CN(CC(C(F)F)C(N)(O)F)C(CCCC(=O)O)O[PH](O)(O)O,0.566317081451416,0.11588968336582184,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CCOC(NC=N)C(=C=C(O)C(C)C(=O)O)N=CCCN,0.6860185861587524,0.20559677481651306,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,OCC(O)C(O)C1CC2=CN(O)C=NC2=NC2CC(O)CC21,0.7366711497306824,0.25828275084495544,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC1=CC(CCN(C(=O)CC(=S)N2CCC(O)C(O)C2=O)C(=O)C(=O)OC(CO)CCN)C=CN1,0.4396459460258484,0.022306028753519058,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C1NC(C(NS(O)(O)O)C(=O)O)CC2CC(O)C(O)CC12,0.6333990693092346,0.8075264096260071,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,NCCC(O)C(CO)OC(=O)C(=CC1COCCO1)N=C1CCCN1,0.6948036551475525,0.051224805414676666,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC(O)CCC1=NOC(c2cc[nH]c(=O)n2)C=C1C(=O)O,0.7515170574188232,0.27445894479751587,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CCC(CO)OC1=NC2C(=O)NC(CC)(CO)CC2N=C1OC1=C=CCC=C=C(C(=O)O)N1,0.39394646883010864,0.01182635873556137,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,CC(O)C1C(=O)C2(CC1O)NC1C=NC(=N)C=C1[PH](O)(NC1COOC1)N2,0.2797500193119049,0.0224621519446373,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,O=C(O)C(O)C(O)C(=O)NCC1NC2(C=CC(O)=CC2)NC1C(O)(O)c1ccccc1,0.35792291164398193,0.03438757359981537,0.0,0,BSD_ASPTE_1_130_0,30,30,27
True,1,N=c1[nH]c2c([nH]1)N1C(CCC1C(O)C(=O)O)C(C(=O)N1CC(O)CCC1=O)=C2,0.4061470031738281,0.1038069874048233,0.0,0,BSD_ASPTE_1_130_0,30,30,27
